is_spam,sms,Predicted_Labels
0,im work technic suport voic procesnetwork field,ham
0,i might come kerala dayso prepar take leav finalis dont plan travel visitn finish urgent work,ham
0,ok not sure time tho sure get librari cla wil tri se point have god eve,ham
1,we new local date area lot new peopl regist your area repli date start now repli,spam
0,that fine il bitch late,ham
0,no mum went dentist,ham
0,onc fre cal sir i wait you,ham
0,mete u work tel shal work tomorow,ham
1,someon u know ask date servic contact you cant gue who cal now reveal po box m wu,spam
0,ju finish bath,ham
0,alright il make sure car back tonight,ham
1,urgent we tri contact u today draw show å prize guarant cal land line claim c validhr,spam
1,dear uve invit xchat thi final atempt contact u txt chat,spam
0,lul im getin juici gosip hospit two nurs talk fat getin and one think she obes oyea,ham
0,aight il get fb coupl minut,ham
0,oi ami parchi na re kichu kaj kort icha korch na phone ta tul na plz plz,ham
0,where download clear movi dvd copi,ham
0,yep preti sculptur,ham
0,convey regard,ham
0,me watch surya movi onli after pm vijay movi pokiri,ham
0,you tel hapen dont behav like me ok ned say,ham
0,can u get pic msg phone,ham
0,send someon els,ham
0,wat make peopl dear de hapin dat u fel u met de pain u fel u mi dem,ham
0,for love start atractioni fel i ned everi time around mesh first thing come thoughtsi would start day end hersh everi time i dreamlov everi breath namemi life hapen around hermi life name heri would cri herwil give hapin take sorowsi readi fight anyon heri love i crazy thing herlov i prove anyon girl beauti ladi whole planeti alway sing prais herlov i start make chicken curi end make sambarlif beauti thenwil get everi morn thank god day mei would like say lotwil tel late,ham
0,frndship like nedl clock though v r clock v r nt abl met evn v metitz few second bt v alwi stay conect gud t,ham
0,i think spatula hand,ham
0,you never noth,ham
1,you award sipix digit camera cal landlin deliveri within day t cs box mbp yr waranti pm p på,spam
0,godmorn today late ltdecimalgt min,ham
1,win urgent your mobil number award å prize guarant cal land line claim valid hr pm,spam
0,pleas da cal mistak side sori da pl da goto doctor,ham
0,where r mete,ham
0,wel weather cali great but complex great you ned car move freli tax outrag but great place the sad part mise home,ham
0,now reach home i tire now i come tomoro,ham
0,ryder unsoldnow gib,ham
1,dear subscrib ur draw å gift voucher b enter receipt corect an when elvi presley birthday txt answer,spam
0,dont fret il buy ovul test strip send you you wont get til like march can send postal adresul alrightokay,ham
0,no gift you tri get throw clif someth,ham
0,ben ne thing interest did god birthday when u wrking nxt i start uni today,ham
0,you busi i come point figur were tomorow,ham
0,yeah go then bore depres sitin waitin phone ring hope wind drop though scari,ham
0,black shirt n blue jean i thk c ì,ham
0,aiyah sori lor i watch tv watch forgot check phone,ham
1,mesag import inform o user today lucki day find log onto fantast surpris await,spam
0,hen night go swing,ham
0,god afternon love how goe day what i woke earli onlin wait hm italian boy onlin i se grin,ham
0,from someon smoke everi time ive smoke last two wek cale text want smoke,ham
0,no get headach tri figur out u trust math i promis o,ham
0,s sfirst timedhoni rock,ham
0,ok il tel compani,ham
0,awesom think get th usf time tonight,ham
0,so mean stil think teju,ham
0,no im god movi ok i leav hourish,ham
0,no nothi kali home groundamla home town durban,ham
0,so let make saturday monday per conveni,ham
0,hey what time drive fri we go evalu fri,ham
1,you å price to claim cal,spam
0,im go lunch wif famili aft dat go str orchard lor,ham
1,bore sped date tri spedchat txt spedchat like em txt swap get new chater chat poboxwwq pmsg rcd,spam
0,cancel cheyamoand get money back,ham
1,do want anytim network min text new video phone five pound per wek cal repli deliveri tomorow,spam
0,okok okthenwhat ur today plan,ham
0,god morn princ how you,ham
0,aiyar sori lor forgot tel u,ham
1,for take part mobil survey yesterday you text use howev wish get txt send txt tc p,spam
0,not tonight mate catch slep thi new number way,ham
0,height oh shit situat a guy throw luv leter gal fal brother head who gay,ham
1,ur hmv quiz cashbal curent å maxim ur cashin send hmv pmsg,spam
0,so check eror dificulti corect,ham
0,howz painhop u r fine,ham
0,sori il cal late,ham
0,god morn princ how you,ham
0,as i enter cabin pa said hapi bday bo i felt special she askd lunch after lunch invit apart we went there,ham
0,u wake alreadi thanx e tau sar piah quit nice,ham
0,k i ned login anyth,ham
1,dont forget place mani fre request stchoicecouk wish for inform cal,ham
0,lol no busi,ham
0,what u wear,ham
0,mesagesom text mise sendernam mise number mise sentdat mise mise u lot that everyth mise sent via fulonsmscom,ham
0,oha usual vijay film difer,ham
1,i know u u know me send chat let find other onli pmsg rcvd hgsuitelandsrowjhl ldn year over,ham
0,have god day mine reali busi much tomorow night,ham
0,and way send shade stuf her and wonder to,ham
0,reali i tot ur paper end long ago but wat u copi ju got use u hapi lar i stil haf studi,ham
1,thank you winer notifi sm god luck no futur market repli stop custom servic,spam
0,babe i lost,ham
0,ok help ask work tmr not,ham
0,im drive rain then il get caught e mrt station lor,ham
0,not drop tank,ham
0,that said text one time,ham
0,sori il cal late,ham
0,ok go chang also,ham
1,s girl mani local u r virgin r readi fil ur everi sexual ned can u fil their text cute å p m,ham
0,did u find siter kaitlyn i sick slept day yesterday,ham
0,sori man acidentali left phone silent last night check til i got,ham
0,hey someth came last min think wun sign tmr he,ham
0,he adult would learn experi there real danger i dont like pep use drug dont ned but coment,ham
0,hey there vegi piza,ham
0,yun buy but schol got ofer plu onli,ham
0,you sure neighbor didnt pick,ham
0,k i sent,ham
1,fre entri wkli comp win fa cup final tkt st may text fa receiv entri questionstd txt ratetc apli over,spam
0,new theori argument win situat lose person so dont argu ur friend just kick amp say im alway corect,ham
0,wel im computerl time make oreo trufl,ham
0,haha yeah i se now sec,ham
0,i number sir,ham
0,lol im hot air balon,ham
0,ok bu if come son come otherwis tomorow,ham
0,msg r time pasthey silent say i think u right also make u think least moment gd ntswt drm shesil,ham
0,yeah probabl swing romat finish girl,ham
1,got take take part wrc rali oz u lucozad energi text rali le p se pack lucozadecoukwrc itcould u,ham
0,hapi new year melodi,ham
0,ìï dun ned pick ur gf,ham
0,yay you beter told girl either,ham
0,horibl u eat mac eat u forgot abt alreadi rite u take long repli i thk tot b b prepar now wat shal eat,ham
0,did say fantast i chanc anyth ned big life lift lose live think i would first person die n v q,ham
0,just nw came hme da,ham
0,im outsid island head toward hard rock run,ham
0,to day cla cla,ham
0,im chenai velacheri,ham
0,you flipin shit yet,ham
0,k give sec break ltgt cstore,ham
0,am much bad avoid like thi,ham
0,yo around just got car back,ham
0,anoy it,ham
0,godmorn today late ltgt min,ham
0,there point hangin mr right he makin u hapi,ham
0,al come alivebet corect god loke figur itself,ham
0,in case i gue il se campu lodg,ham
0,were done,ham
0,come home one last time wont anyth trust me,ham
0,i night wori apt it shame mise girl night quiz popcorn hair,ham
1,sex ur mobil fre sexi pic jordan just text babe then everi wk get sexi celeb pocketbabecouk pic å wk,spam
0,ok c ya,ham
1,you new voicemail pleas cal,spam
0,what said mat my mind say mat there,ham
0,he also know lunch menu da i know,ham
0,al moan n e thin goe wrong faultal de argument r faultf himso bother hav go thanx,ham
0,neft transact refer number ltgt rs ltdecimalgt credit beneficiari acount ltgt ltimegt ltgt,ham
0,otherwis part time job natuit,ham
0,i know cale,ham
0,me also da fel yesterday night wait til day night dear,ham
0,thank understand ive tri tel sura that,ham
1,win year supli cd store ur choic worth å enter å wekli draw txt music tsc,spam
0,the whole car apreci last two dad map read semi argument apart thing go ok p,ham
1,as sim subscrib select receiv bonu get deliv dor txt word ok no claim pmsg exp apr,spam
0,i ned strong arm,ham
0,also man mise,ham
0,hi bday real april,ham
0,guesin aint gona,ham
0,ok come ur home half hour,ham
0,yo game almost over want go walmart son,ham
0,yeah probabl sure ilol let u know personali i wuldnt bother ur goin i mite wel,ham
0,il text now al crepi like think forgot,ham
0,would god û il phone tomo lunchtim shal i organis someth,ham
1,you new voicemail pleas cal,spam
0,damn make tonight want wait til tomorow,ham
0,kim also finewhen complet cours,ham
0,true it pasabl and get high score apli phd get year salari so make life easy,ham
1,no nokia tone ur mob everi wek just txt nok st tone fre get txtin tel ur friend ptone repli hl info,spam
0,prakesh know,ham
0,teach ap da when come coleg,ham
0,rofl beta invest anti age product,ham
1,you winer u speciali select receiv å cash holiday flight inc speak live oper claim,spam
0,sir receiv acount anoth hr time sori delay,ham
1,repli name adr you wil receiv by post wek complet fre acomod variou global locat php,ham
0,so ìl submit da project tmr rite,ham
1,fre entri å wekli comp send word enter now tc cust care,spam
0,ju an lar ul noe late,ham
0,i want send someth sel fast ltgt k easi money,ham
0,got thing do may pub late,ham
0,s finish mete cal me,ham
0,lol ok il snatch purs to,ham
0,helodrivbyquit edrunk sori if pthi make senrdnot danc drum n basqihav fun nhite x ro x,ham
0,your opinion me over jada kusruthi lovabl silent spl charact not matur stylish simpl pl repli,ham
0,how much gete,ham
0,is ur paper e morn aft tmr,ham
0,dear reliev westonzoyland go plan end to,ham
0,hope great new semest do wish best you made greatn,ham
0,oh ye i speak txt u no hm did u get email,ham
0,i want show world princ europ,ham
0,nobodi decid eat dad want chines,ham
0,no shot me im doc wait rom,ham
0,now im go diner son,ham
0,helo site download song urgent pl,ham
0,i know u mean king havin credit im goinb now night night swet onlymor slep,ham
0,horibl gal me sch stuf how come u got mc,ham
0,hi hun im not comin nitetel everi im sori me hope u ava godtimeoli rang melnit ifink it mite b sortedbut il explain everythin on monlrsx,ham
0,i cal late network if urgnt sm me,ham
0,umah mani mani hapi return day dear swet heart hapi birthday dear,ham
1,pleas cal imedi urgent mesag wait,spam
0,yeah like goe like friend ima flip shit like half hour,ham
0,mum say wan go go then shun bian watch da gla exhibit,ham
0,what plan pongal,ham
0,just wait til end march el nino get himself oh,ham
0,not yet chikugo rom nw im bu,ham
0,am also cbe onli but pay,ham
0,honey bo im mise u,ham
0,we sent jd custom servic cum acount execut ur mail id for detail contact us,ham
0,yo im parent getin cash god news pick downstem,ham
0,thank much when skype wit kz sura didnt get pleasur compani hope god weve given ultimatum oh we countin aburo enjoy,ham
1,hungri gay guy fele hungri it now cal pmin to stop text cal pmin,spam
0,ok no wahala just rememb friend ned,ham
0,i se half hour,ham
0,im inperialmus listeningth weird track ever byåóleafcut johnåósound like insect molestedsomeon plumbingremix evil men acid,ham
0,hey sori i didntgiv ya belearli huni,ham
0,serious tel her those exact word right now,ham
1,can u get phone now i wana chat set met cal now u cum moro luv jane x calså minmoremobsemspoboxpowa,ham
0,te he of lectur cheri bye bye,ham
0,sori chiku cel got problem tht nt abl repli u msg u,ham
0,if stil havent colect dough pl let know go place sent get control number,ham
0,ok,ham
1,network oper the servic fre for t cs visit biz,spam
0,let know contact you ive setl rom let know ok,ham
0,wot u u weirdo,ham
0,can lor,ham
0,dont put phone silent mode ok,ham
0,can met ì as depend ì wan lor,ham
0,wait tv show start lor u leh stil busi ur report,ham
0,oh ho is first time u use type word,ham
0,am i one stalk profil,ham
0,ever gren quot ever told jeri carton a person who irit u alway is one who love u vri much but fail expr it gud nyt,ham
0,ye thought so thank,ham
0,but she drinkin im ok,ham
0,just wonder other tok,ham
0,night end anoth day morn come special way may smile like suni ray leav wori blue blue bay gud mrng,ham
0,what do dog must i alway wait til end day word did run time cel alreadi,ham
0,hapi new year u to,ham
0,heygreat dealfarm tour am pm pax deposit may,ham
0,eat jap done oso aft ur lect wat ìï got lect rite,ham
0,hey babe i saw came onlin second disapear hapen,ham
0,da birthdat certif april real date today but dont publish it i shal give special treat kep secret ani way thank wish,ham
0,hapi birthday may ur dream come true,ham
0,aiyah u ok alreadi lar e nydc whelock,ham
0,tel her i said eat shit,ham
0,sure i drive reach destin son,ham
0,k i much th fifti,ham
0,your daili text ûò favour time,ham
0,great hear setl wel so what hapenin wit ola,ham
0,those cocksuck if make fel beter ipad worthl garbag novelti item fel bad even want one,ham
0,i tot u reach liao he said tshirt,ham
0,fran i decid go n e way im complet broke an knacker i got up bout c u mrw love janx ps thi is my dad fone no credit,ham
0,i cant pick phone right now pl send mesag,ham
0,your right il make apoint right now,ham
0,design softwar develop may get chenai,ham
1,enjoy jamster videosound gold club credit new videosound logosmusicnew get fun jamstercouk onli help cal,ham
1,get lion england tone repli lionm mono lionp poli go origin n best tone gbp network oper rate apli,spam
0,i jokin oni lar ìï busi wun disturb ì,ham
0,ok care dont text drive,ham
0,il alway there even spirit il get b son just tri sure ned it,ham
0,u r much close heart if u go away shater plz stay me,ham
0,i love u babe r u sure everyth alrit is idiot txt bak girli,ham
0,how abt make pic big,ham
0,got got colour lor one colour quit light n e dark lor actuali im done style hair now,ham
0,whenevr ur sad whenevr ur gray remembr im listn watevr u wana say ju walk wid litl whileamp i promis il bring back ur smile,ham
0,whi noth ok anyway give treat,ham
1,win new ûïhari poter order phoenix bok repli hari answer question chanc first among reader,spam
0,ok,ham
0,corect so work today,ham
0,just sent again do scream moan bed princ,ham
0,i wake long ago alreadi duno thing,ham
0,oh gete even u u,ham
0,i thk shd ok said plu minu did ì leav line paragraph,ham
0,can cal plz your number show coveragd area i urgnt cal vasai amp reach o clock cal plz,ham
0,yeah jay sort fuck retard,ham
0,sori bathrom sup,ham
1,ur balanc å ur next question is who sang uptown girl s answer txt ur answer god luck,ham
0,my exam februari wish great day,ham
0,i dont know come ask question like dont mistak me,ham
0,aight rush il ask jay,ham
0,god morn plz cal sir,ham
0,it ok lar u slep earli to nite,ham
0,oh icic k lor den met day,ham
0,oh a half hour much long syria canada eh wow must get so much work done day us extra time grin,ham
0,sometim put wal around heartsnot safe gete hurt but find care enough break wal amp get close godnon,ham
0,swet may may go u met carlo gaug pati interest,ham
0,then buy today ìï ned c meh,ham
0,aight sori i take ten year shower what plan,ham
0,everi mondaynxt wek vl complet,ham
0,might ax wel im there,ham
0,just chil anoth hr if could slep pain surgic emerg se unfold okay,ham
0,yeah il tri scroung someth,ham
0,crazi ar he mari ìï like gd loke guy me my fren like say he korean leona fave dun thk is aft think mayb prob il go,ham
0,were somewher fredericksburg,ham
0,que pase un buen tiempo someth like,ham
0,is ok i stay night here xavier slepe bag im gete tire,ham
0,she doesnt ned test,ham
0,noth much chilin home ani super bowl plan,ham
1,freday sexi st georg day pic jordantxt pic dont mi out everi wk sauci celeb pic c pocketbabecouk å wk,ham
0,bugi oso near wat,ham
0,yo there cla tmrw right,ham
0,let ur heart be ur compa ur mind ur map ur soul ur guid and u wil never lose worldgnun sent via waysmscom,ham
0,godnight slep wel da pleas take care pa pleas,ham
0,babe i mi you where i go teach cla,ham
0,convey regard,ham
0,u ned convinc tht posibl witot hurt fele main,ham
0,god afternon loverboy how goe day ani luck come way i think you sweti send love acro sea make smile hapi,ham
0,if start send blackberi torch nigeria find buyer melik a month and tel dad buy b anyon oh,ham
0,ltgt of ple mari lover becz hav gud undrstndng dat avoid problem sent di u u wil get gud news friday person like and tomorow best day life dont break chain if break sufer send ltgt frnd ltgt min whn u read,ham
0,yo dude gue got arest day,ham
0,shuhui say chang suntec steamboat u noe where where r u now,ham
0,what danc river do,ham
0,yetund im sori moji sem busi abl go shope can pleas find way get want us get pleas forgiv me you repli fre via yaho meseng,ham
0,hey reali preti late you want go leson first i join you im reach tp mrt,ham
1,hot live fantasi cal just p per min nt ltd po box croydon cr wb k,spam
0,bq sat mine ish ur welcom come,ham
0,i know thing that wrong everyso often panick start goin bout bein god enough û,ham
0,alright im outhav god night,ham
0,did tri make anoth but,ham
0,hope fele great pl fil in abiola,ham
0,i though shd go n fun bar town someth ûò sound ok,ham
0,go write msg put dictionari mode cover scren hand pre ltgt gentli remov ur hand it interest,ham
1,bear pic nick tom pete dick in fact type tri gay chat photo upload cal pmin stop text cal,spam
1,new mobil must go txt nokia no colect todayfrom onli å optout gbpmtmsg txtauction,spam
0,were finali readi fyi,ham
0,aunti huai juan never pick phone,ham
1,doubl min doubl txt price linerent late orang bluetoth mobil cal mobileupd late ofer caloptoutlf,spam
0,ya tel wat ur problem,ham
1,no nokia tone ur mob everi wek just txt nok st tone fre get txtin tel ur friend ptone repli hl info,spam
0,dnt wnt tlk wid u,ham
0,we spend day wait ideal path apear front us but forget is path made walk wait godnight,ham
0,it ok arm fele weak cuz got shot go anoth time,ham
0,pleas reserv ticket saturday eve chenai thirunelvali tirunelvali chenai sunday evei alreadi se netno ticket availablei want bok ticket tackl,ham
0,storm msg wen u lift phne u say helo do u knw wt real mean helo it name girl ye and u knw dat girl margaret helo she girlfrnd f grahmbel invnt telphon moralon get name person,ham
0,that ok i pope ask bout someth said in are around tonght wen girl come,ham
0,al e best ur exam late,ham
0,hope ur head hurt much am plough way pile iron stay chinki tonight come round like,ham
0,oh ki think wi nz player unsold,ham
0,haha where got fast lose weight thk muz go month den got efect gelat go aust put bk e weight,ham
0,i wonder got onlin love had gone net cafe did get phone recharg were friend net i think you boytoy,ham
0,haha kide papa ned drug,ham
0,thk shld b can ya wana go leson haha go one whole stretch,ham
0,oh ok,ham
0,r stil mete diner tonight,ham
0,that col i gentleman treat digniti respect,ham
0,shal start hear,ham
0,then wait u lor no ned fel bad lar,ham
0,no check i got detail mesag,ham
0,you regist sinco pay log icicibankcom enter urn ltgt confirm bewar fraud do not share disclos urn anyon,ham
0,no i decid peopl care stuf vote care stuf loser,ham
0,kaiez enjoy ur tuition ge thk e second option sound beta il go yan jiu den msg u,ham
0,you regist sinco pay log icicibankcom enter urn ltgt confirm bewar fraud do not share disclos urn anyon,ham
0,col we fun practic make babi,ham
0,actuali gete readi leav hous,ham
0,kani special today,ham
1,urgent import inform for o user today is your lucki day find out whi log onto there is a fantast surpris await for you,spam
0,then gota,ham
0,ive got ten buck jay noncomit,ham
0,where hungri,ham
0,pl speak custom machan,ham
0,somewher beneath pale mon light someon think u dream come true godnit amp swet dream,ham
0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show dep afect care n luv ketoda manda have nice day da,ham
1,dear uve invit xchat thi final atempt contact u txt chat pmsgrcvdhgsuitelandsrowjhl ldn yr,spam
0,so wat ur opinion abt abt charact,ham
0,jay snicker tel x totali fuck chord speak,ham
0,nofew hour beforew hair cut,ham
0,no wonder co dun rem se silver car but thk saw black one,ham
0,lmao take pic send me,ham
0,speak fel word beter silenc gud mrng,ham
0,no she curent scotland that,ham
0,do work wek,ham
1,congratul ur award either å cd gift voucher fre entri å wekli draw txt music tnc winpmxag,spam
0,lol great im gete hungri,ham
0,ye saw mesag,ham
0,il mu like ltgt second,ham
0,ok,ham
0,thing r god thanx got exam in march ive done no revis is fran stil with boyf ive gota interviw exet bit woriedx,ham
0,tel what make litl spreadshet track whose idea smoke determin smoke much entir month februari,ham
1,for sale arsen dartboard god condit doubl trebl,ham
0,dont lok back build coat want get sick just huri home wear coat gym,ham
0,my pain person thought i alway tri kep everybodi hapi time but nobodi recognis alon,ham
0,thank love wish you rock,ham
0,you intrepid duo you have great time se son,ham
0,i ask sen come chenai search job,ham
0,dad went oredi,ham
0,i ju hope true misin co im reali misin him you done anyth fel guilti about yet,ham
0,wat late stil earli mah or juz go diner lor aiya duno,ham
0,arm fine how cardif uni,ham
0,in fact leav i think adi goe back schol tue wed,ham
0,col breze bright sun fresh flower twiter bird al wait wish u godmorn amp have a nice day,ham
0,yago restaur,ham
0,it ok askd u knw tht no,ham
1,fre st wek entri textpod chanc win gb ipod å cash everi wk txt pod tsc custcar,spam
0,those duck chinchila,ham
0,i mariag function,ham
0,lok like u wil b gete headstart im leav bout ish u r desper compani i could head earlierw goin met rum,ham
0,don û t give fli monkey wot think i certainli don û t mind ani friend mine that,ham
1,as regist optin subscrib ur draw å gift voucher enter receipt corect an what no bc chart,ham
0,say thank,ham
0,msg rajini come,ham
0,ya ì take ure practic leson i start june,ham
0,that god i ned drug,ham
0,stupidit posibl,ham
0,can ì decid fast co si go home liao,ham
1,sumer finali here fanci chat flirt sexi singl yr area to get match repli sumer now fre join optout txt stop help,spam
0,u slepe now or go take haha i got spi wat me onlin check n repli mail lor,ham
1,clair havin borin time alon u wana cum nite chat hope c u luv clair x calså minmoremobsemspoboxpowa,ham
0,fight world easi u either win lose bt fightng some close u dificult u lose u lose u win u stil lose,ham
1,bought one rington gete text cost pound ofer tone etc,spam
0,yalru lyfu astn chiku bt inu mundh lyf ali hala ke bilo mariageprogram edha lyf nt yet ovr chikuali vargu lyfu meow meowd,ham
0,kinda first one get twelv ah speak tomo,ham
1,urgent your mobil no x å bonu caler prize nd atempt reach you cal asap,spam
0,ok god late come find ì c lucki told ì go early late ple take finish ì again,ham
0,wat make u thk il fal down but actuali thk im quit prone fal lucki dad home ask come n fetch alreadi,ham
1,you guarant late nokia phone gb ipod mp player å prize txt wordcolect no tclc nyusa pmt msgrcvd,spam
0,your acount refil sucesfuli inr ltdecimalgt your keralacircl prepaid acount balanc rs ltdecimalgt your transact id kr ltgt,ham
0,i wont touch permis,ham
1,hi luci hubi metin day fri i b alon hotel u fanci cumin over pl leav msg day luci x calså minmobsmorelkpoboxhpfl,ham
0,wonder my world th you th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship god morn dear,ham
0,take smal dose tablet fever,ham
0,oh u must taken real valentin shope first,ham
0,just sent email ûò adr incom it right,ham
0,wil do gona blake night i might abl get litl earli,ham
0,friendship game play it word say it doesnt start march end may it tomorow yesterday today e,ham
0,nice waitshould text right now im gona pay ticket ya know,ham
0,im watch lotr w si di aft so u wan met diner nite not,ham
0,whi kepe away like,ham
0,i think far find out check gogl map place dorm,ham
0,my trip ok quit tire lor uni start today ok co im take modul ju concentr final yr project,ham
0,have alway say welp,ham
0,im guy browsin compulsori,ham
0,ok,ham
0,puriti friendship two smile read forward mesageit smile se name gud evng musthu,ham
0,sori il cal late,ham
0,i ad i reali care cant i least get dude fuck hey money want it,ham
0,helo lover how goe new job are now are hapi do think me i wake slave send teas ki acro sea,ham
0,i told number gautham,ham
0,tel ned investig anywher,ham
0,ok juz receiv,ham
0,cant believ said mani thing morn reali want say god morn love you have beauti morn se librari late,ham
1,your acount credit fre text mesag to activ txt word credit no tc,spam
0,in end might stil vomit okay not everyth come out,ham
0,how moneya youmoney aint thinghow sha,ham
0,it everyth weather kep extra warm it cold noth seriou pl lot vitamin c,ham
0,hey gal anyon u go e drive centr tmr,ham
0,im alway yaho meseng now just send mesag il get may send mobil mode sha il get it and repli,ham
0,im pute now it readi ltimegt,ham
0,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud non,ham
1,sm ac jsco energi high u may know chanel it day ur leadership skil r strong psychic repli an wquestion end repli end jsco,ham
0,hostbas idp linux system,ham
1,hot live fantasi cal just p per min nt ltd po box croydon cr wb nation rate cal,spam
0,don dawhat plan,ham
0,il ltgt ok,ham
0,oh god im almost home,ham
0,total video convert fre download type gogl search,ham
1,thank vote now sing along star karaok mobil for fre link repli sing now,spam
0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show dep afect care n luv ketoda manda have nice day da,ham
0,sound like someth someon test would say,ham
0,when u love someon dont make love u much u do but love much dont want love anyon except you gud nit,ham
0,petei phone stil it jeni coleg leanewhat now,ham
0,op sori just check mind pick tomo half eight station would ok,ham
0,hey swet i wonder moment might come i want send file someon go yaho conect suck rememb set page go download format disc could tel or know way download big file becaus download stuf directli internet ani help would great prey teas ki,ham
0,how champ leav glasgow,ham
0,kal bestcongrat,ham
0,i wonder get text,ham
0,i ned come home give god lovin,ham
1,our brand new mobil music servic live the fre music player ariv shortli just instal phone brows content top artist,spam
0,shal ask one thing dont mistak me,ham
0,check wid corect spele ie sarcasm,ham
1,urgent your mobil no award å bonu caler prize thi nd atempt contact you cal boxqu bt nation rate,spam
0,are angri me what hapen dear,ham
0,i thk u dun haf hint e forum alreadi lor co told ron n daren go tel shuhui,ham
0,yup ok thanx,ham
0,hict employ you,ham
0,pl pl find aunt nike,ham
0,wow i love so much know i bare stand i wonder day goe wel love i think mi,ham
0,no scream mean shout,ham
0,hey hapen de are alright,ham
0,should i pick receipt someth early,ham
0,i think chenai wel setl,ham
0,oh dang i mean send you lol,ham
0,unfortun ive found pick sister airport even think il go al we tri go one th,ham
0,horibl bf i v hungri,ham
0,rememb day,ham
1,you nokia i thi get win fre auction to take part send nokia now hgsuiteland rowjhl,spam
0,how fel mr your real valentin yo valentin even tho u hardli play,ham
0,al sound god finger make dificult type,ham
0,midnight early,ham
0,your sure im tri make xavier smoke i want smoke told i smoke much,ham
0,k come nordstrom done,ham
0,do u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey sple tih msg wrnog bt sitl yuo ra wihtuot ayn mitsak godnight amp have a nice slepswet dream,ham
0,now pre confer da,ham
1,helo orang for month fre ace game news sport plu fre text photo mesag repli ye term apli,spam
0,after complet degr there use join financ,ham
0,god afternon love ani job prospect are mise what are lazi bleak hm or hapi file love,ham
0,shant disturb u anymor jia you,ham
0,bishan lar near no ned buy earli co buy gota park car,ham
0,me dont know oh,ham
0,dude sux snake he got old raiden got buf,ham
0,he say hi get as back south tampa prefer keger,ham
0,in e msg ju now u said thank gift,ham
0,u to,ham
0,ok dear did cal chechi,ham
0,yeah tote when u wana,ham
0,ok found di pier cardin one lok normal cost sale,ham
0,god slep rhythm the person establish rhythm bodi learn use if want know,ham
0,wat r u do,ham
0,mesag i truro hospit ext you phone here i phone side,ham
0,singl line big mean mi anyth ur best life,ham
0,just got ga money chanc gang want go grand natur adventur,ham
0,dnt woryus ice piec cloth packalso take tablet,ham
0,dude saw park car sunrof pope up sux,ham
0,get readi put excel sub face,ham
0,tmrw im finish dor,ham
0,the ltgt g saw day ago guy want sel wifi ltgt g ltgt that blank him,ham
0,i late i,ham
0,whatev im preti pise of,ham
0,today acept dayu acept as brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rpli mean enemi,ham
0,i dont much imag cla,ham
0,noi got rumour go buy apart chenai,ham
0,near kalainar tv oficethenampet,ham
1,ur cashbal curent pound maxim ur cashin send go pmsg c hgsuiteland rowjhl,spam
1,sm auction a brand new nokia auction today auction fre join take part txt nokia now hgsuiteland rowjhl,spam
0,my si catch e show e afternon im watch w her so c u wan watch today tmr lor,ham
0,sound gd haha can wah u yan jiu fast liao,ham
0,no to nosi i gue idk i react im freak,ham
0,rememb hurt day satan impost mene pay priceso itmay destini kep go u said pray get mind get same,ham
0,how make girl hapi it dificult make girl hapi u ned be a friend companion lover chef ltgt god listen ltgt organ ltgt god boyfriend ltgt veri clean ltgt sympathet ltgt athlet ltgt warm ltgt courag ltgt determin ltgt true ltgt depend ltgt intelig ltgt psychologist ltgt pest extermin ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aniy pudunga venam,ham
0,whi that princ i bet brotha chase you,ham
0,i shal bok chez jule half eight that ok you,ham
0,hahahahah rofl wtf nig leonardo rom someth,ham
0,yep derek hous now se sunday lt,ham
0,it col let know kick around ltgt il day,ham
0,sori il cal late,ham
0,i wonder would okay cal uncl john let know thing nigeria r here that ltgt dolar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like that,ham
0,there charg transfer charg withdraw anyhow like,ham
0,dont search love let love find u that cale fale love bcoz u dont forc yourself u fal u know smeon hold u bslvyl,ham
0,at let go bil miler,ham
0,i love you you set soul fire it spark but flame a big rawr flame xoxo,ham
0,somewhr someon sure made u and god decid perfect time make u met dat person til den enjoy ur crush,ham
0,that honeymon outfit,ham
0,wil help propos go back tomorow,ham
1,privat your acount statement show unredem s i m point cal identifi code expir,spam
0,never blame day ur life god day give u hapin bad day give u experi both esenti life al god blese god morn,ham
0,pl confirm time colect chequ,ham
1,as regist subscrib yr draw å gift voucher b enter receipt corect an when next olymp txt an,spam
1,urgent your mobil number award å prize guarant cal land line claim valid hr pm,spam
0,dadi take god care,ham
0,yeah probabl i stil gota check leo,ham
0,kthen special,ham
0,carlo take swet time usual let know pati donew smoke il tel haul as,ham
0,ok pa noth problem,ham
0,have heard job im go wildlif talk tonight u wantcom it thatworzel wizl whatev is,ham
0,god pick flower dipeditinadew lovingli touch itwhichturnedinto u gift tomeandsaidthi friend is u,ham
0,when came hostel,ham
0,ok prob il come lunch then,ham
0,ju tele u dat il b leav shanghai st instead wel haf time met cya,ham
